ItemID,int1 (max?),int2 (rate?),int3 (initial?),element4_byte,ResID,ResourceName,ItemName
1067,5,0,5,3,orccamp,orccamp,
1068,5,0,5,3,orccamp,orccamp,
1069,5,0,5,3,orccamp,orccamp,
1070,5,0,5,3,orccamp,orccamp,
1071,5,0,5,3,orccamp,orccamp,
1339,1,0,1,3,caves,caves,
1340,1,0,1,3,caves,caves,
1341,1,0,1,3,caves,caves,
1342,1,0,1,3,caves,caves,
1343,1,0,1,3,caves,caves,
1344,1,0,1,3,caves,caves,
1345,1,0,1,3,caves,caves,
1346,1,0,1,3,caves,caves,
1347,1,0,1,3,caves,caves,
1348,1,0,1,3,caves,caves,
1349,1,0,1,3,caves,caves,
1350,1,0,1,3,caves,caves,
1351,1,0,1,3,caves,caves,
1352,1,0,1,3,caves,caves,
1353,1,0,1,3,caves,caves,
1354,1,0,1,3,caves,caves,
1355,1,0,1,3,caves,caves,
1356,1,0,1,3,caves,caves,
1357,1,0,1,3,caves,caves,
1358,1,0,1,3,caves,caves,
1359,1,0,1,3,caves,caves,
1949,1,0,1,3,caves,caves,
1950,1,0,1,3,caves,caves,
1951,1,0,1,3,caves,caves,
1968,1,0,1,3,caves,caves,
1969,1,0,1,3,caves,caves,
1970,1,0,1,3,caves,caves,
1975,1,0,1,3,caves,caves,
1976,1,0,1,3,caves,caves,
1977,1,0,1,3,caves,caves,
2321,1,1,1,3,dirt,dirt,
2322,1,1,1,3,dirt,dirt,
2323,1,1,1,3,dirt,dirt,
2324,1,1,1,3,dirt,dirt,
2330,16,0,16,3,beehives,beehives,
2330,20,0,20,3,honey,honey,
2347,1,0,1,3,fire,fire,
2348,1,0,1,3,fire,fire,
2349,1,0,1,3,fire,fire,
2350,1,0,1,3,fire,fire,
2351,1,0,1,3,fire,fire,
2352,1,0,1,3,fire,fire,
2353,1,0,1,3,fire,fire,
2354,1,0,1,3,fire,fire,
2355,1,0,1,3,fire,fire,
2356,1,0,1,3,fire,fire,
2357,1,0,1,3,fire,fire,
2358,1,0,1,3,fire,fire,
2359,1,0,1,3,fire,fire,
2360,1,0,1,3,fire,fire,
2361,1,0,1,3,fire,fire,
2362,1,0,1,3,fire,fire,
2363,1,0,1,3,fire,fire,
2364,1,0,1,3,fire,fire,
2365,1,0,1,3,fire,fire,
2366,1,0,1,3,fire,fire,
2367,1,0,1,3,fire,fire,
2368,1,0,1,3,fire,fire,
2369,1,0,1,3,fire,fire,
2370,1,0,1,3,fire,fire,
2371,1,0,1,3,fire,fire,
2372,1,0,1,3,fire,fire,
2373,1,0,1,3,fire,fire,
2374,1,0,1,3,fire,fire,
2375,1,0,1,3,fire,fire,
2376,1,0,1,3,fire,fire,
2377,1,0,1,3,fire,fire,
2378,1,0,1,3,fire,fire,
2379,1,0,1,3,fire,fire,
2380,1,0,1,3,fire,fire,
2381,1,0,1,3,fire,fire,
2382,1,0,1,3,fire,fire,
2383,1,0,1,3,fire,fire,
2384,1,0,1,3,fire,fire,
2385,1,0,1,3,fire,fire,
2386,1,0,1,3,fire,fire,
2387,1,0,1,3,fire,fire,
2388,1,0,1,3,fire,fire,
2389,1,0,1,3,fire,fire,
2390,1,0,1,3,fire,fire,
2391,1,0,1,3,fire,fire,
2392,1,0,1,3,fire,fire,
2393,1,0,1,3,fire,fire,
2394,1,0,1,3,fire,fire,
2395,1,0,1,3,fire,fire,
2396,1,0,1,3,fire,fire,
2397,1,0,1,3,fire,fire,
2398,1,0,1,3,fire,fire,
2399,1,0,1,3,fire,fire,
2400,1,0,1,3,fire,fire,
2401,1,0,1,3,fire,fire,
2402,1,0,1,3,fire,fire,
2403,1,0,1,3,fire,fire,
2404,1,0,1,3,fire,fire,
2405,1,0,1,3,fire,fire,
2406,1,0,1,3,fire,fire,
2407,1,0,1,3,fire,fire,
2408,1,0,1,3,fire,fire,
2409,1,0,1,3,fire,fire,
2410,1,0,1,3,fire,fire,
2411,1,0,1,3,fire,fire,
2412,1,0,1,3,fire,fire,
2416,1,0,1,3,food,food,
2417,1,0,1,3,food,food,
2418,1,0,1,3,food,food,
2419,1,0,1,3,food,food,
2422,1,0,1,3,food,food,slab_bacon
2422,1,0,1,3,meat,meat,slab_bacon
2423,1,0,1,3,food,food,slab_bacon_2
2423,1,0,1,3,meat,meat,slab_bacon_2
2424,1,0,1,3,food,food,BACON
2424,1,0,1,3,meat,meat,BACON
2425,1,0,1,3,food,food,bacon_2
2425,1,0,1,3,meat,meat,bacon_2
2426,1,0,1,3,fish,fish,FISH_STEAK
2427,1,0,1,3,food,food,fish_steak_2
2427,1,0,1,3,fish,fish,fish_steak_2
2428,1,0,1,3,food,food,cheese_slice
2429,1,0,1,3,food,food,cheese_wedge
2430,3,0,3,3,food,food,CHEESE_1
2439,5,0,5,3,guard,guard,
2444,2,0,2,3,food,food,FRENCH_BREAD
2452,1,0,1,3,fruit,fruit,
2452,1,0,1,3,food,food,
2453,1,0,1,3,water,water,
2454,1,0,1,3,water,water,
2455,1,0,1,3,water,water,
2456,1,0,1,3,water,water,
2457,1,0,1,3,water,water,
2458,1,0,1,3,water,water,
2459,5,0,5,3,water,water,LIQUOR_BOTTLE
2463,5,0,5,3,water,water,ALE_BOTTLE
2471,5,0,5,3,water,water,GLASS_PITCHER_3
2472,2,0,2,3,metal,metal,
2473,8,0,3,3,wood,wood,SMALL_CRATE_2
2474,8,0,4,3,wood,wood,WOODEN_BOX_2
2475,8,0,8,3,metal,metal,METAL_CHEST_4
2479,1,0,1,3,food,food,
2482,4,0,4,3,leather,leather,BACKPACK_2
2483,1,0,1,3,water,water,
2485,2,0,2,3,food,food,FRESH_EGGS
2485,3,0,3,3,eggs,eggs,FRESH_EGGS
2486,2,0,2,3,food,food,fried_eggs
2486,2,0,2,3,eggs,eggs,fried_eggs
2487,2,0,1,3,food,food,COOKED_BIRD
2487,1,0,1,3,meat,meat,COOKED_BIRD
2488,2,0,1,3,food,food,cooked_bird_2
2488,1,0,1,3,meat,meat,cooked_bird_2
2489,2,0,1,3,meat,meat,RAW_BIRD
2490,3,0,2,3,meat,meat,raw_bird_2
2491,10,0,10,3,food,food,ROAST_PIG
2491,10,0,10,3,meat,meat,ROAST_PIG
2492,10,0,10,3,food,food,roast_pig_2
2492,10,0,10,3,meat,meat,roast_pig_2
2495,1,0,1,3,water,water,
2496,2,0,2,3,food,food,
2496,1,0,1,3,meat,meat,
2497,2,0,2,3,food,food,SAUSAGES
2497,1,0,1,3,meat,meat,SAUSAGES
2503,5,0,5,3,water,water,WINE_BOTTLE
2504,10,0,10,3,water,water,CIDER_JUG
2505,5,0,5,3,food,food,
2505,5,0,1,3,meat,meat,
2506,1,0,1,3,water,water,
2507,1,0,1,3,water,water,
2508,4,0,4,3,food,food,BIG_FISH_1
2508,4,0,1,3,fish,fish,BIG_FISH_1
2509,4,0,4,3,food,food,BIG_FISH_2
2509,4,0,1,3,fish,fish,BIG_FISH_2
2510,4,0,4,3,food,food,BIG_FISH_3
2510,4,0,1,3,fish,fish,BIG_FISH_3
2511,4,0,4,3,food,food,BIG_FISH_4
2511,4,0,1,3,fish,fish,BIG_FISH_4
2512,1,0,1,3,fruit,fruit,APPLE
2512,1,0,1,3,food,food,APPLE
2513,1,0,1,3,fruit,fruit,GRAPES
2513,1,0,1,3,food,food,GRAPES
2514,1,0,1,3,fruit,fruit,peach_2
2514,1,0,1,3,food,food,peach_2
2515,5,0,5,3,food,food,HAM
2515,5,0,5,3,meat,meat,HAM
2520,2,0,2,3,food,food,
2521,2,0,2,3,food,food,
2524,1,0,1,3,garbage,garbage,
2537,3,0,3,3,food,food,CAKE
2538,1,0,1,3,food,food,MUFFIN
2539,2,0,2,3,food,food,
2540,5,0,5,3,honey,honey,HONEY_OBJ
2540,5,0,5,3,food,food,HONEY_OBJ
2542,1,0,1,3,water,water,
2543,1,0,1,3,water,water,
2544,5,0,5,3,water,water,MILK_PITCHER
2545,5,0,5,3,meat,meat,RAW_RIBS
2546,5,0,5,3,food,food,COOKED_RIBS
2550,1,0,1,3,sellable,sellable,knife_1
2551,1,0,1,3,sellable,sellable,knife_2
2552,1,0,1,3,sellable,sellable,spoon_1
2553,1,0,1,3,sellable,sellable,spoon_2
2554,1,0,1,3,food,food,muffins_2
2557,1,0,1,3,light,light,
2558,1,0,1,3,light,light,
2559,1,0,1,3,light,light,
2562,1,0,1,3,light,light,
2563,1,0,1,3,light,light,
2564,1,0,1,3,light,light,
2567,4,0,4,3,light,light,
2568,4,0,4,3,light,light,
2569,4,0,4,3,light,light,
2572,4,0,4,3,light,light,
2573,4,0,4,3,light,light,
2574,4,0,4,3,light,light,
2575,1,0,1,3,light,light,CANDLE
2576,1,0,1,3,light,light,candle_2
2578,4,0,4,3,light,light,
2579,4,0,4,3,light,light,
2580,4,0,4,3,light,light,
2581,2,0,2,3,light,light,lantern_lit_1
2581,1,0,1,3,metal,metal,lantern_lit_1
2581,3,0,3,3,fire,fire,lantern_lit_1
2590,1,0,1,3,flour,flour,DOUGH
2594,5,0,5,3,light,light,lantern_lit_3
2595,5,0,5,3,light,light,lantern_lit_3b
2596,5,0,5,3,light,light,lantern_lit_3c
2597,1,0,1,3,metal,metal,LANTERN
2602,8,0,2,3,wood,wood,STOOL_2
2603,8,0,8,3,wood,wood,foot_stool
2636,24,0,9,3,wood,wood,armoir_2_open
2637,24,0,9,3,wood,wood,ARMOIR_2
2638,24,0,8,3,wood,wood,armoir_4_open
2639,24,0,8,3,wood,wood,ARMOIR_4
2640,24,0,8,3,wood,wood,armoir_1_open
2641,24,0,8,3,wood,wood,ARMOIR_1
2642,24,0,8,3,wood,wood,armoir_3_open
2643,24,0,8,3,wood,wood,ARMOIR_3
2645,4,0,4,3,leather,leather,bedroll_open_1
2645,4,0,4,3,hide,hide,bedroll_open_1
2646,4,0,4,3,leather,leather,bedroll_open_2
2646,4,0,4,3,hide,hide,bedroll_open_2
2647,4,0,4,3,leather,leather,bedroll_1
2647,4,0,4,3,hide,hide,bedroll_1
2648,4,0,4,3,leather,leather,bedroll_2
2648,4,0,4,3,hide,hide,bedroll_2
2649,4,0,4,3,hide,hide,BEDROLL
2649,4,0,4,3,leather,leather,BEDROLL
2650,1,0,1,3,home,home,
2651,1,0,1,3,home,home,
2652,1,0,1,3,home,home,
2653,1,0,1,3,home,home,
2654,1,0,1,3,home,home,
2655,1,0,1,3,home,home,
2656,1,0,1,3,home,home,
2657,1,0,1,3,home,home,
2658,1,0,1,3,home,home,
2659,1,0,1,3,home,home,
2660,1,0,1,3,home,home,
2661,1,0,1,3,home,home,
2662,1,0,1,3,home,home,
2663,1,0,1,3,home,home,
2664,1,0,1,3,home,home,
2665,1,0,1,3,home,home,
2666,1,0,1,3,home,home,
2667,1,0,1,3,home,home,
2672,1,0,1,3,home,home,
2673,1,0,1,3,home,home,
2674,1,0,1,3,home,home,
2675,1,0,1,3,home,home,
2676,1,0,1,3,home,home,
2677,1,0,1,3,home,home,
2678,1,0,1,3,home,home,
2679,1,0,1,3,home,home,
2680,1,0,1,3,home,home,
2681,1,0,1,3,home,home,
2682,1,0,1,3,home,home,
2683,1,0,1,3,home,home,
2684,1,0,1,3,home,home,
2685,1,0,1,3,home,home,
2686,1,0,1,3,home,home,
2687,1,0,1,3,home,home,
2688,1,0,1,3,home,home,
2689,1,0,1,3,home,home,
2690,1,0,1,3,home,home,
2691,1,0,1,3,home,home,
2692,1,0,1,3,home,home,
2693,1,0,1,3,home,home,
2694,1,0,1,3,home,home,
2695,1,0,1,3,home,home,
2696,1,0,1,3,home,home,
2697,1,0,1,3,home,home,
2698,1,0,1,3,home,home,
2699,1,0,1,3,home,home,
2700,1,0,1,3,home,home,
2701,1,0,1,3,home,home,
2702,1,0,1,3,home,home,
2703,1,0,1,3,home,home,
2704,1,0,1,3,home,home,
2705,1,0,1,3,home,home,
2717,20,0,5,3,wood,wood,SHELF_2
2718,20,0,5,3,wood,wood,SHELF_1
2842,1,0,1,3,light,light,
2843,1,0,1,3,light,light,
2844,1,0,1,3,light,light,
2845,3,0,3,3,light,light,
2846,3,0,3,3,light,light,
2847,3,0,3,3,light,light,
2848,5,0,5,3,guardpost,guardpost,
2848,5,0,5,3,light,light,
2849,5,0,5,3,guardpost,guardpost,
2850,5,0,5,3,guardpost,guardpost,
2850,5,0,5,3,light,light,
2851,5,0,5,3,guardpost,guardpost,
2852,5,0,5,3,guardpost,guardpost,
2852,5,0,5,3,light,light,
2853,5,0,5,3,guardpost,guardpost,
2854,3,0,3,3,light,light,
2855,3,0,3,3,light,light,
2856,3,0,3,3,light,light,
2860,16,0,4,3,wood,wood,BENCH_1
2861,16,0,4,3,wood,wood,BENCH_2
2862,16,0,4,3,wood,wood,CHAIR_17
2863,16,0,4,3,wood,wood,CHAIR_18
2864,16,0,4,3,wood,wood,CHAIR_20
2865,16,0,4,3,wood,wood,CHAIR_21
2866,18,0,3,3,wood,wood,THRONE_2
2867,18,0,18,3,wood,wood,THRONE_1
2868,1,1,1,3,food,food,TABLE_1
2868,16,0,5,3,wood,wood,TABLE_1
2869,1,1,1,3,food,food,TABLE_2
2869,16,0,5,3,wood,wood,TABLE_2
2870,1,1,1,3,food,food,
2870,16,0,16,3,wood,wood,
2871,1,1,1,3,food,food,
2872,1,1,1,3,food,food,
2873,1,1,1,3,food,food,
2874,1,1,1,3,food,food,
2876,1,1,1,3,food,food,
2877,1,1,1,3,food,food,
2878,1,1,1,3,food,food,
2879,1,1,1,3,food,food,
2880,1,1,1,3,food,food,
2881,1,1,1,3,stables,stables,
2882,1,1,1,3,stables,stables,
2883,1,1,1,3,stables,stables,
