# Hythloth
 1741  5919   156    22     0  ; MetalDoor2
 1743  6111   219    22     0  ; MetalDoor2
 4337  5924    31    44     0  ; Static
 2423  5990    80     6     0  ; Static
 4337  5943   103    22     0  ; Static
 1743  5927   219    44     0  ; MetalDoor2
 4337  5946   105    22     0  ; Static
 4337  5993   102     0     0  ; Static
 2854  6100    42    27     0  ; CandelabraStand
 1743  5951    98    22     0  ; MetalDoor2
 3619  5947   225    26     0  ; Static
 3792  6058    66     0     0  ; Static
 1735  6060   167     0     0  ; MetalDoor2
 1741  6063    52     0     0  ; MetalDoor2
 3651  6120   160     0     0  ; WoodenChest
 3703  5908    19    44     0  ; Barrel
 6212  5945   219    34     0  ; Static
 4718  5987    98     6     0  ; Static
 4337  5945    98    22     0  ; Static
 5643  5989   105     6     0  ; Static
 5906  5959   222    22     0  ; Static
 7032  5995   148     0     0  ; Static
 1741  6079   172     0     0  ; MetalDoor2
 1743  5919   155    22     0  ; MetalDoor2
 1741  5951    99    22     0  ; MetalDoor2
 4160  5990   103     6     0  ; Static
 1681  6103    68     0     0  ; BarredMetalDoor
 3703  6033   205    22     0  ; Barrel
 6163  5988   104     6     0  ; Static
 1743  6087   155   -22     0  ; MetalDoor2
 3117  5985   145     0     0  ; Static
 4716  5988    99     6     0  ; Static
 3123  5908    48    22     0  ; Static
 4337  5913    28    44     0  ; Static
 1741  5919    52    22     0  ; MetalDoor2
 3792  6106    68     0     0  ; Static
 3619  5958   225    28     0  ; Static
 1340  5922    40    44     0  ; Static
 2854  6117   208    22     0  ; CandelabraStand
 1340  5922    41    22     0  ; Static
 3650  5931    84     0     0  ; WoodenChest
 1339  5923    42    22     0  ; Static
 4316  5981    24    22     0  ; Static
 3703  6032   204    22     0  ; Barrel
 6212  5990   105     6     0  ; Static
 4337  5940   101    22     0  ; Static
 3117  5910    49    22     0  ; Static
  766  5925   170    22     0  ; Static
 4020  5958   226    28     0  ; Static
 3650  5944   233    22     0  ; WoodenChest
 4337  5924    25    44     0  ; Static
 1743  5911    27    44     0  ; MetalDoor2
 4715  5988   100     6     0  ; Static
 1735  5988    31    22     0  ; MetalDoor2
 4337  5936    49    22     0  ; Static
 4308  5930    48    22     0  ; Static
 1341  5926    43    44     0  ; Static
 1957  6042   194     0     0  ; Static
 4337  5940   103    22     0  ; Static
 7032  5992   158     0     0  ; Static
 1172  6080     2   -22     0  ; Static
 2854  6112   215    22     0  ; CandelabraStand
 1342  5922    41    44     0  ; Static
 3650  6080   184     0     0  ; WoodenChest
 1735  5987   207    44     0  ; MetalDoor2
 1735  6100    47    22     0  ; MetalDoor2
 6229  5945   222    34     0  ; Static
 2854  6125   229    22     0  ; CandelabraStand
 1957  6042   193     0     0  ; Static
 1741  5911    28    44     0  ; MetalDoor2
 1957  6056    90    37     0  ; Static
 1957  6042   192     0     0  ; Static
 1957  6056    88    37     0  ; Static
 1957  6041   194     5     0  ; Static
 1735  5988   159     0     0  ; MetalDoor2
 7028  5952   165     0     0  ; Static
 3847  6052   155     0     0  ; Static
 1957  6041   193     5     0  ; Static
 4337  5932    51    22     0  ; Static
 1957  6056    89    37     0  ; Static
 1339  5922    45    22     0  ; Static
 7399  6112   225    28     0  ; Static
 1781  6084    63    0     0  ; WinchablePortcullisNS
 5129  5925   200    22     0  ; Static
 3571  5921   226    44     0  ; Static
 3571  5966   174     0     0  ; Static
 1955  5906    16    59     0  ; Static
 5145  5925   203    22     0  ; Static
 3644  6084    93    22     0  ; LargeCrate
 5143  5921   222    44     0  ; Static
 1955  5904    16    59     0  ; Static
 1955  5905    16    59     0  ; Static
 1342  5924    44    22     0  ; Static
 5129  5926   169     1     0  ; Static
 6238  5949   222    34     0  ; Static
 4309  5957    73    22     0  ; Static
 4314  5939    96    22     0  ; Static
 4230  5940   148    22     0  ; Static
 2515  5990    81     6     0  ; Static
 4230  5949   231    22     0  ; Static
 4286  5940   102    22     0  ; Static
 1342  5922    42    44     0  ; Static
 4285  5939   103    22     0  ; Static
 1957  6080   146    -7     0  ; Static
 2515  5991    83     6     0  ; Static
 4309  5952   101    22     0  ; Static
 1957  6057    89    32     0  ; Static
 1957  6081   144   -12     0  ; Static
 1957  6057    90    32     0  ; Static
 4309  5936   109    22     0  ; Static
 1957  6081   145   -12     0  ; Static
 1957  6081   146   -12     0  ; Static
 1957  6080   144    -7     0  ; Static
 1957  6057    88    32     0  ; Static
 1782  6087    65    0     0  ; WinchablePortcullisEW
 1782  6078    67    0     0  ; WinchablePortcullisEW
 1957  6080   145    -7     0  ; Static
 7392  5963    84     6     0  ; Static
 1782  6078    70    17     0  ; WinchablePortcullisEW
 3641  5913   163    0     0  ; Static
 2565  5912   203    37     0  ; Static
 1957  5922   170     4     0  ; Static
 4334  5985   148     0     0  ; Static
 4304  5949   100    22     0  ; Static
 4334  5947    97    22     0  ; Static
 4334  5967    50    22     0  ; Static
 1342  5925    46    22     0  ; Static
 4334  5937   109    22     0  ; Static
 4334  5948    99    22     0  ; Static
 4651  5950   222    22     0  ; Static
 4334  5924    25    44     0  ; Static
 1957  5923   170    -1     0  ; Static
 1957  5922   168     4     0  ; Static
 6238  5993    60    28     0  ; Static
 4646  5913   240    44     0  ; Static
 4334  5985   170     0     0  ; Static
 1341  5926    43    22     0  ; Static
 4334  5938    99    22     0  ; Static
 1957  5922   169     4     0  ; Static
 5076  5915   227    44     0  ; Static
 6933  5950   225    28     0  ; Static
 5430  5912   206    22     0  ; Static
 7392  5990    83     6     0  ; Static
 3652  5950   220    34     0  ; Static
 1957  5923   169    -1     0  ; Static
 6225  5949   219    34     0  ; Scales
 4102  5947   222    34     0  ; Static
 6229  5987    63    34     0  ; Static
 4655  5986   103     6     0  ; Static
 3641  5956   208    22     0  ; Static
 6225  6108    80     6     0  ; Scales
 3641  5920   224    44     0  ; Static
 1957  5923   168    -1     0  ; Static
 4232  5913   234    44     0  ; Static
 4334  5944   104    22     0  ; Static
 4348  5909   101     0     0  ; StoneFaceTrap
 3118  5956    50    22     0  ; Static
 4232  5972   173     0     0  ; Static
 4334  5922    29    44     0  ; Static
 7401  6119   218    32     0  ; Static
 4154  5990   108     0     0  ; Static
 6225  6112   227    28     0  ; Scales
 6238  5949   222    34     0  ; Static
 3118  5997    98     0     0  ; Static
 3118  5984   145     0     0  ; Static
 1340  5926    44    22     0  ; Static
 5076  5919   204    22     0  ; Static
 4334  5985    33    22     0  ; Static
 1773  6031   198    22     0  ; StrongWoodDoor
 5076  5968   145    22     0  ; Static
 4655  5909   105     0     0  ; Static
 6933  5950   234    28     0  ; Static
 3117  5997    97     0     0  ; Static
 1343  5925    44    44     0  ; Static
 1313  5904    96     0     0  ; Static
 4348  5913   101     0     0  ; StoneFaceTrap
 6229  6112   224    28     0  ; Static
 4234  5919   222    44     0  ; Static
 4234  5961   200    22     0  ; Static
 4334  5945   108    22     0  ; Static
 3650  5912   237    44     0  ; WoodenChest
 7408  5949   229    28     0  ; Static
 4232  5984   158     0     0  ; Static
 5451  5974   236    22     0  ; Static
 4305  5948   101    22     0  ; Static
 2602  5947   220    28     0  ; Stool
 4651  6124   212    22     0  ; Static
 3118  5996    67    22     0  ; Static
14170  5905    97     0     0  ; Static
 4334  5939   100    22     0  ; Static
 3828  5946   228    22     0  ; Static
 3117  5996    68    22     0  ; Static
 4234  5971   168     0     0  ; Static
 6229  5987    67    34     0  ; Static
 6199  5946   222    34     0  ; Static
 4232  5988   205    44     0  ; Static
 1313  6039   204    22     0  ; Static
 4655  5950   226    22     0  ; Static
 1775  6031   197    22     0  ; StrongWoodDoor
 3650  5965   216    22     0  ; WoodenChest
 7392  5950   233    28     0  ; Static
 7408  5948   233    28     0  ; Static
 4651  5986   102     6     0  ; Static
 4137  5950   226    28     0  ; Static
 3657  5946   220    34     0  ; Static
 4395  5955   200    22     0  ; Static
 6193  5994    66    28     0  ; Static
  577  5924   167     0     0  ; Static
 3830  5949   166     0     0  ; Static
  577  5927   228    44     0  ; Static
 1343  5925    41    44     0  ; Static
 4337  5947   106    22     0  ; Static
 7397  6057   154     0     0  ; Static
 4395  5957   200    22     0  ; Static
  577  5922   167    22     0  ; Static
 3648  6026   198    22     0  ; MetalGoldenChest
 4395  5953   200    22     0  ; Static
 1341  5920    45    22     0  ; Static
 4337  5955    98    22     0  ; Static
  577  5920   167     0     0  ; Static
 7397  6053   155     0     0  ; Static
 4654  5954   227    22     0  ; Static
 4395  5956   200    22     0  ; Static
 4337  5947    52    22     0  ; Static
 1342  5925    45    22     0  ; Static
  577  5920   167    22     0  ; Static
 3648  5978   171     0     0  ; MetalGoldenChest
 3648  6109    93     0     0  ; MetalGoldenChest
 4339  5984   145     1     0  ; Static
 4337  5990   154     0     0  ; Static
  577  5994    71    22     0  ; Static
 4337  5993   154     0     0  ; Static
 3832  5953   229    22     0  ; Static
 3651  5929    71     0     0  ; WoodenChest
 3830  5922   232    44     0  ; Static
 3651  6117   227    22     0  ; WoodenChest
  577  5921   167     0     0  ; Static
  577  5926   167    22     0  ; Static
  577  6068    87    22     0  ; Static
 4079  5985    66    36     0 the life of a travelling minstrel ; Static
  577  5925   167     0     0  ; Static
 5077  5914   185    22     0  ; Static
 3832  5982   210    44     0  ; Static
 3118  5979   168     0     0  ; Static
 4148  5952   230    28     0  ; Static
 6191  6114    80     6     0  ; Static
 4337  5985    44    22     0  ; Static
  577  5923   167    22     0  ; Static
 4334  5913    59    22     0  ; Static
  577  5925   167    22     0  ; Static
 3644  5977    30    22     0  ; LargeCrate
 4337  5957    97    22     0  ; Static
  577  5923   167     0     0  ; Static
  577  5922   167     0     0  ; Static
 4395  5954   200    22     0  ; Static
 4335  5912    50    22     0  ; Static
 4337  5979   172     0     0  ; Static
 3644  5929    76     0     0  ; LargeCrate
 3118  5910    50    22     0  ; Static
 2570  5922   200    37     0  ; Static
 4337  5985    33    22     0  ; Static
 3644  6064   101    25     0  ; LargeCrate
  577  5926   167     3     0  ; Static
 4337  5990   148     0     0  ; Static
 3644  6061   102    22     0  ; LargeCrate
 3644  6062   101    22     0  ; LargeCrate
 4339  5949    96    22     0  ; Static
 4337  5983    51    22     0  ; Static
  577  5993    71    22     0  ; Static
 3703  5907    16    44     0  ; Barrel
  577  5991    71    22     0  ; Static
  577  5921   167    22     0  ; Static
 3703  5912   231    44     0  ; Barrel
 4337  5947   104    22     0  ; Static
 4336  5987   163     0     0  ; Static
 3708  6079    40    22     0  ; MetalChest
 3644  6060   101    22     0  ; LargeCrate
 3703  6056   101    22     0  ; Barrel
 3703  6056    96    22     0  ; Barrel
 4311  5995   144     0     0  ; Static
 7401  6035   198    22     0  ; Static
 3703  5917    60    22     0  ; Barrel
 4079  6113   225    28     0  ; Static
 4337  5948    97    22     0  ; Static
 3708  6120   152     0     0  ; MetalChest
 4336  5985    36    22     0  ; Static
 3644  5994   144     0     0  ; LargeCrate
 3644  6085    93    22     0  ; LargeCrate
 3703  5965   225    22     0  ; Barrel
 5083  5995   158     0     0  ; Static
 4337  5993   147     0     0  ; Static
 5112  5974   147    22     0  ; Static
 4337  5987   154     0     0  ; Static
 1782  6078    69    0     0  ; WinchablePortcullisEW
 1339  5925    43    22     0  ; Static
 3644  6080    90    22     0  ; LargeCrate
 3703  5915    92     0     0  ; Barrel
 3644  6080    91    22     0  ; LargeCrate
 3708  5980   188    44     0  ; MetalChest
 4335  5985    33    22     0  ; Static
 4337  5976    50    22     0  ; Static
 3644  5982    29    22     0  ; LargeCrate
 3703  5965   224    22     0  ; Barrel
 3644  6046   195    21     0  ; LargeCrate
 5083  5966   231    22     0  ; Static
 3646  5989   185    44     0  ; MediumCrate
 5112  5931   190    22     0  ; Static
 3708  6065    97    22     0  ; MetalChest
 3644  6085    92    22     0  ; LargeCrate
 3703  5985   173     0     0  ; Barrel
 4336  5968   172    15     0  ; Static
 3708  6084   176     0     0  ; MetalChest
 3644  6064   101    22     0  ; LargeCrate
 3644  6080    93    22     0  ; LargeCrate
 4336  6107    92     0     0  ; Static
  577  5924   167    22     0  ; Static
 4337  5956    89    22     0  ; Static
 3644  5958    67     0     0  ; LargeCrate
 4336  5986   163     0     0  ; Static
 5112  5960   179     0     0  ; Static
 4336  5997   100     0     0  ; Static
 3920  5977   206    44     0  ; Static
 3644  6063   101    22     0  ; LargeCrate
 3644  6080    92    22     0  ; LargeCrate
 5061  5981   228    44     0  ; Static
 3708  6040   223    44     0  ; MetalChest
 3708  6057   162     0     0  ; MetalChest
 5112  5992   175     0     0  ; Static
 3708  6108    68     0     0  ; MetalChest
 3708  6040   221    44     0  ; MetalChest
 4335  5912    59    22     0  ; Static
 3721  5963   183     1     0  ; Static
 1341  5922    45    44     0  ; Static
 3703  6056   100    22     0  ; Barrel
 1669  5989    28    22     0  ; MetalDoor
 3708  5977   187    44     0  ; MetalChest
 3721  5978   238    22     0  ; Static
 3708  6085    42    22     0  ; MetalChest
 4336  5986   162     0     0  ; Static
 3721  5912   191    22     0  ; Static
 4316  5940    96    22     0  ; Static
 3617  5960   225    28     0  ; Static
 2601  6112   215    22     0  ; CandelabraStand
 4337  5987   172     0     0  ; Static
 3644  5976   189    44     0  ; LargeCrate
 3095  5912    48    22     0  ; Static
 3628  5993    65    28     0  ; Static
 4334  5913    50    22     0  ; Static
 4243  5985    37    22     0  ; Static
 3791  5948   229    22     0  ; Static
 3831  5934   222    44     0  ; Static
 4243  5985    34    22     0  ; Static
 2601  6048    43     0     0  ; CandelabraStand
 3710  5974    81     0     0  ; SmallCrate
 3831  5962   204    22     0  ; Static
  586  6067    87    22     0  ; Static
 3710  5982    84     0     0  ; SmallCrate
 3790  5945   216    22     0  ; Static
 6932  6059    67     0     0  ; Static
 6934  6057    67     0     0  ; Static
 4243  5987    34    22     0  ; Static
 6218  5945   219    34     0  ; HeatingStand
 6934  6058    68     0     0  ; Static
 2601  5989    29    22     0  ; CandelabraStand
  578  5927   228    44     0  ; Static
 4032  6060    47     6     0  ; Static
 6218  5994    58    30     0  ; HeatingStand
 2601  6062    54     0     0  ; CandelabraStand
 4032  6107    83     6     0  ; Static
 3710  6060   101    31     0  ; SmallCrate
 4032  5948   221    34     0  ; Static
 3710  6063   101    25     0  ; SmallCrate
 2601  5990    56    22     0  ; CandelabraStand
 1342  5923    43    22     0  ; Static
 3710  5983    81     0     0  ; SmallCrate
 3710  5916    58    22     0  ; SmallCrate
 3710  6080    90    25     0  ; SmallCrate
 3940  6062    90    22     0  ; Static
 3840  5994    61    28     0  ; Static
 3710  5908    53    22     0  ; SmallCrate
 1339  5926    45    22     0  ; Static
 6236  6109    80     6     0  ; Static
 4029  6108    83     6     0  ; Static
 5133  5950   166     0     0  ; Static
  586  6067    83    22     0  ; Static
 1745  6103    84     0     0  ; MetalDoor2
 4243  5987    37    22     0  ; Static
 3791  5948    97    22     0  ; Static
 6211  5993    64    28     0  ; Static
 1782  6087    68    0     0  ; WinchablePortcullisEW
 6202  6112   229    28     0  ; Static
 3627  5993    58    28     0  ; Static
 1343  5923    45    44     0  ; Static
 1955  5960    47     5     0  ; Static
 1655  6124   175     0     0  ; MetalDoor
 6218  6108    82     6     0  ; HeatingStand
 6190  6111    81     6     0  ; Static
 3622  6107    80     6     0  ; Static
  766  5926   170    22     0  ; Static
 1781  6085    71    0     0  ; WinchablePortcullisNS
  578  6119   182     0     0  ; Static
  578  6119   178     0     0  ; Static
  578  6119   179     0     0  ; Static
  578  6119   180     0     0  ; Static
 6238  5993    60    28     0  ; Static
 1955  5960    47    15     0  ; Static
 3628  5993    65    28     0  ; Static
  578  6119   177     0     0  ; Static
  578  6119   183     0     0  ; Static
  766  5922   170    22     0  ; Static
 1341  5924    42    22     0  ; Static
 6191  6114    80     6     0  ; Static
 1340  5923    44    22     0  ; Static
 1341  5922    43    44     0  ; Static
 6192  6112   223    28     0  ; Static
 1341  5925    42    44     0  ; Static
  578  6119   181     0     0  ; Static
  766  5923   170    22     0  ; Static
 1340  5924    43    44     0  ; Static
 1343  5926    42    44     0  ; Static
 1342  5923    46    22     0  ; Static
 1342  5924    41    22     0  ; Static
 1340  5921    45    22     0  ; Static
 1342  5923    41    22     0  ; Static
 3625  5993    64    28     0  ; Static
 1341  5922    46    22     0  ; Static
 1782  6078    66    0     0  ; WinchablePortcullisEW
 1342  5923    41    44     0  ; Static
 1342  5926    42    22     0  ; Static
 8708  5926   172    -1     0  ; Static
 1342  5923    40    22     0  ; Static
 1341  5925    44    22     0  ; Static
 5051  5930   208    35     0  ; Static
 4723  5986    98     6     0  ; Static
 3705  5922   229    47     0  ; Static
 1312  6115   176     0     0  ; Static
 1956  5904    17    59     0  ; Static
 1745  6103   180     0     0  ; MetalDoor2
 5115  5933   224    44     0  ; Static
 4303  5950    99    22     0  ; Static
 2896  6111    82     0     0  ; FancyWoodenChairCushion
 7399  5951   225    28     0  ; Static
 1956  5906    17    59     0  ; Static
 3646  5984    32    22     0  ; MediumCrate
 4650  6107   156   -22     0  ; Static
 1312  6107   176     0     0  ; Static
 3646  5967    74     0     0  ; MediumCrate
 3718  5976   186    44     0  ; Static
 6190  6111    81     6     0  ; Static
 4335  5974   172    15     0  ; Static
 4029  6108    83     6     0  ; Static
 1956  5905    17    59     0  ; Static
 1782  6078    68    0     0  ; WinchablePortcullisEW
 6235  6114   223    28     0  ; Static
 7400  6118   226    22     0  ; Static
 4337  5987   147     0     0  ; Static
 4029  5961   228    28     0  ; Static
 2473  5908    51    22     0  ; SmallCrate
 1315  5905    97     0     0  ; Static
 6189  6108    81     6     0  ; Static
 3646  6056    97    22     0  ; MediumCrate
 4723  5951   218    22     0  ; Static
 6160  6114    82     6     0  ; Static
 1312  6115   179     0     0  ; Static
14186  5905    97     0     0  ; Static
14186  5973   169     0     0  ; Static
 3836  6110    80     6     0  ; Static
 4302  5951    98    22     0  ; Static
 3116  5906    48    22     0  ; Static
 1677  6063    67     0     0  ; BarredMetalDoor
 1679  6063    66     0     0  ; BarredMetalDoor
 3850  5931    84     0     0  ; Static
 4652  5951   220    22     0  ; Static
 4652  5947   226    22     0  ; Static
 3718  5919   222    44     0  ; Static
 3646  5987    81     0     0  ; MediumCrate
 2473  5910   106     0     0  ; SmallCrate
 1316  6107   179     0     0  ; Static
 2718  5984   148     0     0  ; EmptyBookcase
 1733  5987    31    22     0  ; MetalDoor2
 2856  6048    40     0     0  ; Static
 3651  5917   234    44     0  ; WoodenChest
 5078  5984   149     0     0  ; Static
  584  6067    81    22     0  ; Static
 2474  6056    98    28     0  ; Static
 5433  5987    31    22     0  ; Static
 2489  5990    82     6     0  ; Static
 1733  6059   167     0     0  ; MetalDoor2
 1343  5975   172    16     0  ; Static
 3622  6107    80     6     0  ; Static
 5139  5984   153     0     0  ; Static
 3651  5905   108     0     0  ; WoodenChest
 6941  6056    67     0     0  ; Static
 4150  5959   228    22     0  ; Static
 4030  6060    48     6     0  ; Static
  582  6067    80    22     0  ; Static
 3616  5959   224    22     0  ; Static
 7442  6086   178     0     0  ; Static
 2713  5985    62    28     0  ; FullBookcase
 3781  5947   226    26     0  ; Static
 3651  6083    40    22     0  ; WoodenChest
 2542  5961   227    28     0  ; GlassMug
  584  6067    86    22     0  ; Static
  584  6067    82    22     0  ; Static
 4150  5964   217    22     0  ; Static
  584  6067    85    22     0  ; Static
 3645  5913    57    22     0  ; LargeCrate
 4150  5963   218    22     0  ; Static
 2713  5985    68    28     0  ; FullBookcase
 3651  6080    40    22     0  ; WoodenChest
 3651  6122   229    22     0  ; WoodenChest
  582  6067    84    22     0  ; Static
 1314  5904    97     0     0  ; Static
 3164  5990    84     6     0  ; Static
 3651  5948    66     0     0  ; WoodenChest
 3616  5959   225    28     0  ; Static
 5111  5986   104     6     0  ; Static
 4153  5989   109     0     0  ; Static
 3651  6037   203    22     0  ; WoodenChest
 3651  6085    88    22     0  ; WoodenChest
 3719  5926   158    22     0  ; Static
 3651  5993   149     0     0  ; WoodenChest
 4779  6114   224    28     0  ; Static
 3645  5966    66     0     0  ; LargeCrate
 1955  6103    32    22     0  ; Static
 5141  5911   183    22     0  ; Static
 1340  5945   176     0     0  ; Static
 3651  5988   188    44     0  ; WoodenChest
 3651  6059   157     0     0  ; WoodenChest
 3645  5961    56     0     0  ; LargeCrate
 1340  5945   173     0     0  ; Static
 3616  5958   227    28     0  ; Static
 1314  6044   226    44     0  ; Static
 3645  5987    47    22     0  ; LargeCrate
 1342  5943   181    22     0  ; Static
 3719  5990   144     0     0  ; Static
 3651  6069    92    22     0  ; WoodenChest
 3645  5989    26    22     0  ; LargeCrate
 5140  5923   155    22     0  ; Static
 3651  6110    68     0     0  ; WoodenChest
 1340  5945   175     0     0  ; Static
 3645  5930    74     0     0  ; LargeCrate
 1339  5943   178    22     0  ; Static
 1340  5943   179    22     0  ; Static
 3645  6045   195    21     0  ; LargeCrate
 3645  5948   216    22     0  ; LargeCrate
 1316  5973   169     0     0  ; Static
 3645  5922   229    44     0  ; LargeCrate
 3645  5904   109     0     0  ; LargeCrate
 3651  5974    84     0     0  ; WoodenChest
 4307  5943    96    22     0  ; Static
 3645  5979    24    22     0  ; LargeCrate
 3651  5976   191    44     0  ; WoodenChest
 1955  6040   217    59     0  ; Static
 1339  5957    52    22     0  ; Static
 3090  5904    50    22     0  ; Static
 3645  6060   101    28     0  ; LargeCrate
 4307  5971    73     0     0  ; Static
 1316  5905    96     0     0  ; Static
 1342  5924    40    22     0  ; Static
 3627  5985    66    36     0  ; Static
 4150  5965   218    22     0  ; Static
 1737  6061    42     0     0  ; MetalDoor2
 6258  5984    97     0     0  ; Static
 2918  5914   229    44     0  ; Static
 4312  5986    24    22     0  ; Static
 4080  5985    64    36     0 a tale of three tribes ; Static
 3646  6080    93    25     0  ; MediumCrate
 4334  5997    99     0     0  ; Static
 3638  5915   169    22     0  ; Static
 7403  6060   158     0     0  ; Static
 3646  6056    99    22     0  ; MediumCrate
 1341  5921    46    22     0  ; Static
 3646  5947   216    22     0  ; MediumCrate
 1343  5924    44    44     0  ; Static
 2347  5984   105    -1     0  ; AddonComponent
 5113  5946   173     0     0  ; Static
 3094  5985   156     0     0  ; Static
 3649  5910   110     0     0  ; MetalGoldenChest
 4306  5984   160     0     0  ; Static
 5113  5978   193    44     0  ; Static
 3649  6122   154     0     0  ; MetalGoldenChest
 4014  5978   200    44     0  ; Static
 3646  6056    98    22     0  ; MediumCrate
 3649  6124   152     0     0  ; MetalGoldenChest
 3646  5984   149     0     0  ; MediumCrate
 1737  5987    55    22     0  ; MetalDoor2
 4630  5977    25    22     0  ; Static
 4313  5986    24    22     0  ; Static
 1737  5955   215    22     0  ; MetalDoor2
 5113  5948   223    22     0  ; Static
 4317  5981    24    22     0  ; Static
 3638  5961   197    22     0  ; Static
 4313  5994    60    28     0  ; Static
 3829  5968   197    22     0  ; Static
 2910  5980    29    22     0  ; FootStool
 4014  5953   176     0     0  ; Static
 5063  5952   210    22     0  ; Static
 4334  5948    97    22     0  ; Static
 3646  6104    93     0     0  ; MediumCrate
 3109  5984   156     0     0  ; Static
 5113  5949   176     0     0  ; Static
 4313  5976    24    32     0  ; Static
 3649  5909   101     0     0  ; MetalGoldenChest
 1739  6083    87    22     0  ; MetalDoor2
 3646  5965   222    22     0  ; MediumCrate
 4310  5983   168     0     0  ; Static
 6228  6113    81     6     0  ; CandleSkull
 3649  6121   152     0     0  ; MetalGoldenChest
 4084  5985    65    36     0  ; Static
 4313  5994    63    28     0  ; Static
 1739  5956   215    22     0  ; MetalDoor2
 1739  5915    95     0     0  ; MetalDoor2
 4102  5947   222    34     0  ; Static
 3780  5955   221    22     0  ; Static
 3646  6056    98    25     0  ; MediumCrate
 3649  6121   208    22     0  ; MetalGoldenChest
 3646  6080    91    25     0  ; MediumCrate
 1737  6069    87    22     0  ; MetalDoor2
 4155  5959   228    28     0  ; Static
 4334  5997   100     0     0  ; Static
 1739  6070    87    22     0  ; MetalDoor2
 5113  5926   213    22     0  ; Static
 3645  5916    60    22     0  ; LargeCrate
 4312  5976    24    32     0  ; Static
 6258  5984    99     0     0  ; Static
 6215  5985    63    34     0  ; Static
 4334  5988    52    22     0  ; Static
 3649  6119   208    22     0  ; MetalGoldenChest
 3651  6109    42    22     0  ; WoodenChest
 1739  6062    42     0     0  ; MetalDoor2
 3651  5913   229    44     0  ; WoodenChest
 4307  5952   200    22     0  ; Static
 3646  6080    92    25     0  ; MediumCrate
 5113  5916   225    44     0  ; Static
 4334  5965   171    15     0  ; Static
 3645  5965   227    22     0  ; LargeCrate
 3633  5971   232    22     0  ; Brazier
 5110  5983   174     0     0  ; Static
 2348  5984   104    -1     0  ; AddonComponent
 5110  5926   240    44     0  ; Static
 1739  5988    55    22     0  ; MetalDoor2
 1737  5994    95     0     0  ; MetalDoor2
 5113  5924   240    44     0  ; Static
